медбур	best
пуктыны	honor
пуны	boil
пуны	cook
пуркйыны	issue
пусьыны	cook
путешествуйтны	travel
пыкавлыны	prop
пыкавлыны	stay
пыкны	contain
пыкны	suffer
пыксьыны	dispute
пыксьыны	oppose
пыктыны	swell
пыркӧдны	shed
пыркӧдны	drop
пырны	join
пырны	enter
пырны	invade
пыртны	introduce
пыртны	baptise
пысавлыны	thread
пысавлыны	string
пыскылтны	lisp
пышйыны	desert
пӧгибнитны	perish
пӧдлавны	close
пӧдласьны	close
пӧдны	close
пӧдны	shut
пӧдны	suffocate
пӧдны	drown
пӧдтыны	stifle
пӧдтыны	suppress
пӧдтыны	drown
пӧжавны	bake
пӧжны	shine
пӧжны	incubate
пӧлыньтчыны	tilt
пӧльзуйтны	utilize
пӧльтны	blow
пӧрны	fall
пӧрны	collapse
пӧрысьмыны	age
пӧрӧдны	fell
пӧрӧдчыны	log
пӧсьӧдчыны	sweat
пӧсявны	sweat
радейтны	love
разьны	open
разӧдны	distribute
ранитны	wound
регистрируйтны	register
регистрируйтчыны	register
резны	spurt
резны	splatter
резны	sprinkle
резьдӧдны	undo
ректыны	unload
ректыны	empty
ризъявны	frolic
ризъявны	scramlbe
розъявны	blossom
розъявны	bloom
розьӧдны	drill
ропкыны	complain
рочмӧдны	Russify
руавны	steam
руйкӧдны	lull
руксыны	whine
руксыны	whimper
рӧдмыны	multiply
рӧдмӧдны	breed
рӧдтыны	trot
садьмыны	awaken
саймӧдны	hide
саймӧдны	protect
сайӧдны	hide
сайӧдны	conceal
сатшкыны	strike
сатшкыны	stick
селекционируйтны	select
серавны	laugh
серпасавны	draw
серпасавны	describe
сетавны	distribute
сетавны	give
сетны	give
сетны	promise
сетны	hire
сетчыны	submit
сетчыны	yield
сибавны	approach
сийӧсасьны	harness
слабмыны	weaken
служитны	serve
собавны	wander
собавны	roam
содны	increase
содны	grow
содны	augment
содтавны	add
содтыны	add
содтыны	replenish
солавны	salt
солькйӧдлыны	shake
сорлавны	stir
сорлавны	confuse
сорсьыны	err
соссьыны	deny
соссьыны	refute
сотны	burn
сотчыны	burn
спаситны	save
спаситны	rescue
сравнитны	compare
страхуйтны	insure
стружитны	plane
стружитны	shave
стрӧитны	build
стрӧитны	construct
стрӧитчывны	build
стӧчмӧдны	specify
сувтны	rise
сувтны	cost
сувтовкерны	stop
сувтӧдлыны	halt
сувтӧдлыны	suspend
сувтӧдны	raise
сувтӧдны	catch
сувтӧдны	stop
судзсьыны	prosper
судзсьыны	suffice
судзӧдавны	get
судзӧдавны	obtain
судзӧдны	achieve
судзӧдны	reach
судзӧдны	order
судитны	convict
сукмыны	thicken
сукмӧдны	thicken
сукмӧдны	concentrate
суктыны	thicken
суктыны	intensify
сулавны	stand
сунгысьны	dive
сунлыны	submerge
сунлыны	dive
суны	reach
суны	overtake
суссьыны	hide
суссьыны	dispute
суссьыны	deny
сутшкыны	stick
сутшкыны	stab
суӧдны	chase
сывдыны	melt
сывны	melt
сывъявны	embrace
сывъявны	surround
сынавны	comb
сынны	row
сыркавны	shake
сыркавны	quake
сьывны	sing
сьӧвзьыны	spit
сьӧвзьыны	despise
сьӧвзьыны	disdain
сьӧвзьыны	scorn
сьӧдӧдны	darken
сьӧктӧдны	hamper
сюйны	stuff
сюйны	shove
сюркнявны	pile
сюркнявны	stack
сюркнявны	stick
сюркнявны	shove
сяргыны	crack
сёйны	eat
сёйны	dine
сёрнитны	talk
сёрнитны	converse
сімны	rust
сісьмыны	rot
сісьмыны	spoil
сісьмыны	decay
сісьтыны	decay
сісьтыны	rot
сітавны	defecate
сӧвмыны	revive
сӧвмыны	develop
сӧвмӧдны	develop
сӧлькйӧдлыны	shake
сӧрны	lie
сӧрны	chatter
сӧрны	jabber
такӧдны	admonish
такӧдны	exhort
такӧдны	reasure
талявны	trample
талявны	hit
таргайтны	spend
таргайтны	embezzle
тарквартны	knock
терпитны	suffer
терпитны	take
тивзыны	chirp
тивзыны	twitter
томмӧдны	rejuvinate
топавны	tighten
топавны	tighten
топӧдны	tighten
торйӧдны	separate
торйӧдчыны	separate
торйӧдчыны	divorce
торкавны	disturb
торкны	disturb
торксьыны	err
торъявны	vary
тотшкыны	knock
тотшкӧдчыны	knock
тракайтчыны	struggle
трачкӧдчыны	crackle
трачкӧдчыны	crash
требуйтны	require
тувъявны	nail
тувъявны	plug
туйдны	instruct
туйдны	explain
туйны	fit
тунавны	conjure
тупкыны	close
тупкыны	fill
тупкыны	cover
туявны	trail
туявны	follow
туявны	track
туявны	hunt
туявны	research
туявны	study
туясьны	track
тшапкыны	seize
тшапкыны	grab
тшупсьыны	hew
тшыгйӧдчыны	starve
тшыгъявны	starve
тшыкны	spoil
тшыкны	deteriorate
тшыкны	decay
тшыкӧдны	spoil
тшыкӧдны	damage
тшӧктыны	command
тшӧктыны	order
тшӧктыны	demand
тшӧктыны	promise
тшӧтшӧдны	cut
тыдавны	appear
тыдовтчыны	appear
тырмыны	suffice
тырны	become
тырны	fill
тышкасьны	struggle
тышкасьны	fight
тэрмасьны	hurry
тэрмасьны	rush
тэрмӧдлыны	hurry
тэрмӧдлыны	rush
тэрмӧдлыны	hasten
тэчны	stack
тэчны	arrange
тявгыны	yap
тявгыны	yelp
тявкӧдны	bark
тявкӧдны	yip
тёпкыны	drip
тіпкыны	beat
тірзьыны	tremble
тічкыны	tick
тӧвйыны	winter
тӧдмӧдны	notify
тӧдмӧдны	inform
тӧдмӧдны	present
тӧдны	know
тӧдчыны	influence
тӧдчыны	influence
тӧдчӧдны	state
тӧждыны	grieve
тӧлкуйтны	explain
тӧрны	fit
уволитны	dismiss
уволитны	fire
увтны	bark
увтчыны	bark
удайтчыны	succeed
уджавны	work
удждыны	lend
уджӧдны	work
уджӧдны	produce
уджӧдны	tap
удитны	manage
узьны	sleep
узьсьыны	oversleep
урчитавны	count
урчитавны	reckon
урчитны	stress
урчитны	set
урчитны	appoint
урчитны	designate
урчитны	price
уськӧдчыны	attack
уськӧдчыны	attack
усьласьны	attack
усьны	fall
уявны	swim
уявны	wander
цветитны	bloom
цветитны	blossom
цитируйтны	quote
цитируйтны	cite
чабравны	crush
чабравны	crumple
чабыртны	clench
чабыртны	squeeze
чадитны	smoke
чайтны	assume
чайтны	think
чангыны	resonate
чангыны	diffuse
чашкӧдны	split
чашкӧдны	chop
чветитны	bloom
чветитны	blossom
чегны	break
чегны	shatter
чегъявны	cut
чегъявны	break
чегъясьны	break
чездавны	crack
чездавны	chap
чеплявны	pinch
чеплявны	pluck
чередитны	watch
чеччавны	hop
чеччыны	rise
чилснитчыны	spray
чинны	reduce
чинны	shorten
чинны	decrease
чинны	drop
чинтавны	reduce
чинтыны	reduce
чипсасьны	play
чирыштны	frighten
чирӧстны	whine
читкыравны	squint
чишкасьны	burn
чишкасьны	scorch
чишкасьны	singe
чолӧмавны	greet
чолӧмбыттьӧавны	greet
чорзьӧдны	harden
чорзьӧдны	intensify
чужйыны	kick
чужтыны	sire
чужтыны	bear
чуйдӧдны	suggest
чуймӧдны	astonish
чуксавны	encourage
чуксавны	lure
чуксавны	attract
чуксавны	entice
чуксасьны	answer
чуктӧдны	pay
чуктӧдны	gain
чуктӧдны	acquire
чукӧртны	gather
чукӧртны	collect
чукӧртны	accumulate
чукӧртчывны	gather
чукӧртчывны	assemble
чукӧртчыны	gather
чунявны	dip
чурвидзны	protrude
чургӧдчыны	turn
чургӧдчыны	curl
чушкыны	shuffle
чушкыны	snuffle
чушкыны	sniffle
чушкыны	hiss
чушнитны	rub
чышкавны	wipe
чышкавны	mop
чышкыны	wipe
чышкыны	mop
чӧжны	accumulate
чӧжны	gather
чӧжсьыны	accumulate
чӧстуйасьны	trap
шаньмӧдны	please
шаракывны	rustle
шаракывны	crackle
швачкыны	whip
швачкыны	slap
швачкыны	knock
шедӧдны	win
шедӧдны	gain
шемӧсмӧдны	surprise
шемӧсмӧдны	baffle
шемӧсмӧдны	startle
шенасьны	wave
шензьӧдлыны	surprise
шензьӧдлыны	amaze
шмонитны	joke
шогавны	grieve
шогмыны	suit
шогӧдны	grieve
шойччыны	rest
шойччыны	relax
шойччыны	vacation
шонтыны	warm
шонтыны	heat
шонтыны	warm
шпыннявны	smirk
шпыннявны	grin
штрапуйтны	fine
шуны	allow
шуны	say
шыасьны	state
шыбитны	strike
шыбитны	throw
шыблавны	pile
шыблавны	heap
шыбласьны	waste
шызьӧдны	trouble
шызьӧдны	disturb
шымыртны	comprehend
шырны	cut
шырны	clip
шырны	shear
шыӧдчывны	address
шыӧдчывны	appeal
шыӧдчыны	turn
шыӧдчыны	address
шыӧдчыны	appeal
шӧйӧвошны	panic
шӧравны	cut
шӧравны	slice
ыдждӧдны	enlarge
ыджыдавны	rule
ыджыдавны	dominate
ызгыны	swarm
ылавны	err
ылыстны	remove
ылькйыны	stream
ылькйыны	gush
ылькйыны	pour
ылӧдлыны	deceive
ылӧдлыны	cheat
ылӧдлыны	tempt
ылӧдны	fool
ылӧдны	deceive
ылӧдчыны	cheat
ындыны	indicate
ыпъявны	blaze
ыпъявны	burn
ырскыны	guzzle
ыршасьны	threaten
ыстыны	send
ыстысьны	cite
ытшкыны	mow
ышловзьыны	sigh
ышнясьны	boast
ыштыны	covet
ыштӧдны	tempt
ыштӧдны	try
ышӧдны	inspire
ышӧдны	encourage
эжмыны	ENG
эжны	sew
эндыны	decline
эновтны	leave
эновтны	abandon
эновтны	neglect
эновтчыны	recant
эновтчыны	abandon
эрдӧдны	reveal
эрдӧдны	expose
эскыны	believe
эскыны	expect
эскӧдны	assure
эскӧдны	convince
эштӧдны	complete
юасьны	ask
юасьны	inquire
югзьӧдны	luminate
югйыштлыны	glitter
югъявны	shine
югъявны	gleam
юклыны	divide
юклыны	distribute
юкны	divide
юксьыны	divide
юксьыны	separate
юксьыны	share
юктавны	water
