abstrákta	abstrakti
deajihit	välkähtää
deamihit	tömähtää
deapmat	tömistä
deattašit	painella
deaškalit	lätkäyttää
deaškasit	lätkähtää
deaškašuvvat	lätkähtää
deaškkastit	lätkäistä
deaškkihit	lätkähtää
deaškkuhit	lätkytellä
deaškut	lätkiä
deaššat	lipua
defineret	määritellä
destilleret	tislata
devkkodit	himmetä
dibmet	pehmittää
dielgŋat	kyllääntyä
dielvvásmuvvat	tasoittua
dierdidit	sättiä
dievasmahttit	täydentää
dikteret	sanella
diktet	runoilla
dilket	tilkitä
dipmat	pehmetä
divaštallat	kinastella
divsket	tiuskahtaa
divskut	tiuskia
divttásmit	tiivistyä
divttásmuvvat	tiivistyä
divššodit	hoidella
doaibat	riutua
doaktáruššat	tohtoroida
doarškalit	läimäyttää
doarškit	läimähdellä
doaškalit	läimäyttää
dorvádit	turvautua
dovddastit	tunnustaa
dugordallat	leikkiä
duhastit	tuulastaa
duhkoraddat	leikkiä
duhkordallat	leikkiä
duhtadit	tyydyttää
duktet	lannoittaa
dulmmodit	poljeskella
dulppagit	tylpistyä
dumssagit	vanua
duoggudit	takkuunnuttaa
duoggut	takkuuntua
duogurdit	leikkiä
duohččat	säästää
duvhllidit	tuhlata
duvttaiduvvat	lannoittua
duđahit	tyydyttää
duškalit	polskauttaa
duškidit	polskia
duššástuvvat	turhautua
dáddjet	möyhentää
dáhkadit	uuvuttaa
dálkkastit	lääkitä
dálkkodit	lääkitä
dálkut	lääkitä
dápmasit	kesyyntyä
dápmašuvvat	kesyyntyä
dárihit	kiivastua
dáruiduhttit	norjalaistaa
dáruiduvvat	norjalaistua
dásáiduvvat	tasaantua
dásásmit	tasaantua
dásásmuvvat	tasaantua
dávžat	soudella
dávžut	soudella
eai	eivät
eaibmudit	koheltaa
eaidadit	vieraannuttaa
eaiggáduššat	omistaa
eamidastit	emännöidä
eanaiduvvat	maatua
eastat	estyä
eastašuvvat	estyä
eat	emme
eatnehit	ennättää
eavddáruššat	tuhlailla
eaškálahttit	nyrjäyttää
eaškálit	nyrjähtää
eaškáluhttit	nyrjäyttää
ehpet	ette
faggut	koukkailla
fakkastit	koukata
fakŋalahttit	kurkottaa
fasket	raapaista
fastudit	rumentaa
fastut	rumentua
feasttašit	hinailla
fereguššat	käyttätyä
fidnáruššat	saalistaa
fievrrádaddat	kuljetella
fiilet	viilata
finadit	käväistä
finihit	käväistä
fiŋggodit	sätkytellä
fiškalit	sivaltaa
fiškasaddat	hyöriä
fuoikit	voihkia
fuoikkádit	voihkaista
fuoikut	voihkia
fuolahit	huolehtia
fuorástit	huorata
fággádit	painia
fáippihit	huiskahtaa
fáladit	tarjoutua
fávllidit	loitontaa
gaccastit	raapaista
gahput	kermoittua
gaikánit	repeytyä
galjidit	väljentää
galljánit	väljetä
garradit	kovettaa
garret	kuoria
gaskkalduhttit	keskeyttää
gassuhit	usutella
gastit	aivastaa
gatnjaluvvat	kyyneltyä
gažadit	kuulustella
geassastit	valjastaa
geađgádit	kivittää
gefot	köyhtyä
genddot	kääntyä
geđđot	häikäistyä
giebahit	noeta
giehtadallat	käsitellä
giektat	noeta
giellut	hyytyä
gievrrastallat	voimailla
gihládit	kihlata
gihppet	niputtaa
gildát	kukoistaa
gilkkihit	kilkuttaa
girdnet	kirnuta
girdnot	kirnuta
girdnut	kirnuta
girjjogárjjohallat	kirjoa
girtat	tarjeta
gissat	mekastaa
givšttidit	mekastaa
goabagit	kupristua
goalkkuhit	kolkuttaa
gobmidit	kummitella
gohccát	herätä
gohcut	ripustella
goldnat	kuihtua
gollet	kullata
gopmat	kumista
gopmirdit	kumartaa
gosahit	yskittää
gosádit	yskäistä
govket	raottaa
gozastit	ripustaa
gožuduvvat	nokeentua
gudnet	tuhkata
guhkkat	kukkua
guhppet	kupata
guittidit	kuitata
gulaskuddat	tiedustella
gulcat	nyrhiä
gulkat	jystää
gullet	kalastaa
guoddalit	kannella
guoddalit	valittaa
guoggaruššat	kyyrötellä
guoggut	kyyröttää
guohkkat	kuokkia
guohpput	homehtua
guolljut	puskea
guolástit	kalastaa
guorsat	köhiä
guoskkahit	koskettaa
guostát	häämöttää
gurdit	jystää
gurehit	kurittaa
guđaidit	kuhista
gádjalit	varjella
gáhtat	katua
gáivut	huitoa
gáivvihit	huiskahtaa
gárihuvvat	humaltua
gávildit	kavaltaa
gáđaštit	kadehtia
hahcuhit	härnätä
hahppit	pulputtaa
hapmudit	persoilla
harcasit	hirttyä
harret	murahtaa
havssiidit	haista
heahkkalastit	virkata
heahpanaddat	häpeillä
heahpanit	hävetä
heahppášuhttit	häpäistä
heaibat	viipyä
heaibut	painia
hearidit	häärätä
hearrástallat	herrastella
hearvvahit	koristella
heavvalastit	höylätä
heaŋgut	ripustella
helssodit	huljutella
hierdašuvvat	hankautua
hihttát	hiihtää
hihtut	hidastua
hilcasaddat	huikennella
hilcudit	huikennella
hilgut	hylätä
hirasmit	vauhkoontua
hirasmuvvat	vauhkoontua
hirpmahit	pelotella
hirrudit	vauhkoonnuttaa
hirrut	vauhkoontua
hiđásmuvvat	hidastua
hiđástuvvat	hidastua
hiŋkkašit	nyyhkiä
hiŋkkihit	nyyhkäistä
hiŋkkádit	nyyhkäistä
hoagihit	hokaista
hoahkat	hokea
hoahkidit	hoeskella
hoaiggardit	hyräillä
hoamssistit	jaaritella
hoddet	älytä
hohpohit	hoputtaa
hoitát	hoitaa
holvvodit	ulvoskella
huhccalit	usuttaa
huhcuhit	usutella
huikkihit	huudahtaa
huikkihit	huudattaa
huilát	vilettää
hulaidit	hyräillä
hulardit	hörähdellä
hullat	turista
humaidit	mutista
hurihit	hyrähtää
hurvvagit	masentua
huvdet	kurittaa
háddjet	hajottaa
háistit	haistaa
háldet	hallita
hálset	halssata
háset	haasioida
háskkidit	haaskata
hávkkádit	haukahtaa
hávvudit	haavoittaa
hávvádahttit	haavoittaa
hávvádit	haavoittaa
háđirdit	hutiloida
háŋgut	hangota
háŋkasaddat	parveilla
it	et
jabbut	mulkoilla
jahlidit	jyrsiä
jalkát	rötköttää
jallat	jymistä
jaraidit	narista
jeagadit	totella
jeagálduvvat	jäkälöityä
jeavdašuvvat	tasoittua
jeađđašuvvat	lohduttautua
jiebbadit	kainostella
jierbmat	järkiintyä
joahcat	jymistä
joatkašuvvat	jatkua
jollardit	lyllertää
joppaldahttit	mutustaa
joppaldit	mutustaa
jorbbasmit	pyöristyä
jorbbasmuvvat	pyöristyä
jozzidit	höpöttää
juleštit	ahnehtia
jumihit	jymähtää
juoksut	riittää
juolgat	jalkaantua
juorrudit	juoruta
juraidit	jyristä
jurbmát	kyyhöttää
juskalit	jysäyttää
juskkihit	jysähtää
juskkuhit	jyskyttää
jussut	piereskellä
justit	jystää
jábáiduvvat	vaurastua
jámálgit	pyörtyä
jástit	ahmia
játnat	kutistua
játtihit	sammahtaa
jáválduvvat	vaurastua
kihttet	kitata
kiiket	kiikaroida
kiikkárastit	kiikaroida
koasttidit	kustantaa
kruvnnidit	kruunata
kviteret	kuitata
kálket	kalkita
laggat	sykkiä
lahppasit	hengästyä
laigat	lohjeta
laktit	liittää
laktit	monistaa
laktásit	liittyä
lapmut	lumoutua
leandit	kiitää
leháhit	sadatella
leŋget	valjastaa
liekkadallat	lämmitellä
liekčát	retkottaa
lihkastahttit	liikauttaa
litnjat	painua
livdnet	taksoittaa
liđggastit	vilkaista
loahppat	loppua
loaidat	astua
loaskkuhit	läimäytellä
loavkašuvvat	loukkaantua
logget	irrottaa
lohkkadit	lukita
lohppehit	juoksetuttaa
lohppet	juoksettua
lonistit	lunastaa
losidahttit	raskauttaa
lotnut	lunastaa
lotnut	maksaa
lottástit	linnustaa
lovpet	karata
lovsset	luotsata
luddat	läkähtyä
ludnet	roskata
luohčásit	liukastua
luoillistit	märistä
luokčat	taltata
luonddahuvvat	voipua
luovvanit	irrota
lutnjat	ruikuttaa
luvvet	irrottaa
luvvet	ratkaista
luđet	ladata
láddet	panostaa
láddjet	niittää
láhtut	latoa
láikkohallat	laiskotella
láikkástallat	laiskotella
láikut	laiskistua
láittašit	moitiskella
lákcut	kermoittua
láktadit	kostuttaa
láktat	kostua
lálláhit	tuutia
lásset	lukita
lástet	lastata
lávllodit	lauleskella
marššuhit	taapertaa
massit	menettää
meafardit	tallustaa
meagádit	määkäistä
meallut	meloa
mearkadit	merkitä
megodit	määkyillä
mieiggastit	nojautua
mihtidit	mitata
millet	jauhaa
milohallat	mieliä
mirkkohit	myrkyttää
misset	heroittua
misttahit	erehtyä
moarrasit	murtua
moaráhuvvat	raivostua
moaráskit	vihastua
moldet	murentaa
monnut	munia
moriidit	herätä
moskát	mököttää
movttáskit	innostua
mozzasit	taittua
mozzidit	nahistella
muhkut	ammua
muhttot	muuttua
muidet	tinata
muitáhit	muistuttaa
muldet	mullata
mulggádit	mulkaista
mulgut	mulkoilla
mulččihit	lipsahtaa
munnet	kyetä
muoddáluvvat	kulua
muoladit	mölistä
muollat	mölistä
muoládit	mölähtää
muŋkát	mököttää
máihlut	mahloittua
máinnašit	mainita
máinnašit	kehua
máistot	maistua
máltit	malttaa
mánet	manata
mánidit	manata
máset	jankuttaa
mávssihit	maksattaa
naigguhit	muksia
navistit	nykäistä
nearrat	tylsyttää
niehkudit	haaveilla
nihlaidit	hihittää
nihlistit	hihittää
nihttit	uhkailla
niitit	niittää
nirvut	virneessä
nivssihit	suutahtaa
njahkahastit	nikotella
njahkastit	nikotella
njahppit	nykiä
njalkasit	luiskahtaa
njalkkihit	liukastua
njaláhastit	liukastua
njamistit	imaista
njammásit	imeytyä
njanzát	rötköttää
njattiidit	maittaa
njeazzut	irvistellä
njeaššut	rapakoitua
njeđgot	tuiskuttua
njielastit	nielaista
njigaidit	kimittää
njirdot	harhaantua
njirgalit	ruikauttaa
njirget	ruikata
njivkkihit	inahtaa
njivkkádit	inahtaa
njiđđat	luisua
njoahcut	hidastua
njoaidduiduvvat	loiventua
njoaiddut	loivempi
njoalostit	nuolaista
njoaradit	kaadella
njoiddosmit	loiventua
njoiddosmuvvat	loiventua
njunnet	vainuta
njuorddáhallat	alistua
njuozzut	kaulita
njurgut	viheltää
njálgganjuokčamastit	makeilla
njáskasit	karsiintua
njávggihit	naukaista
njáđđut	madaltua
njáŋgasit	rötkähtää
noavkalit	hotkaista
noavkkádit	hotkaista
noađuštit	sälyttää
nohkkadallat	nukutella
nohkkadit	nukuttaa
nollagit	kyykistyä
nolliidit	kyykistyä
notkasit	tukkeutua
notkašuvvat	tukkeutua
nuhkuštit	retuuttaa
nuissodit	tallustella
nuktalit	nuhdella
nummarastit	numeroida
nuohttut	nuotata
nuondat	voipua
nuorasmit	nuortua
nuorasmuvvat	nuortua
nuovvut	liestyä
nurddagit	tylpentyä
nursahuvvat	tylpentyä
nurssagit	tylpentyä
nurššagit	turvottua
náiggistit	vapista
nálset	naljailla
námonistit	tungetella
návrruhit	pilkata
náššat	hankkia
oaffaruššat	uhrata
oahpásmit	tutustua
oamážastit	omia
oasttihit	ostattaa
oaččástit	irstailla
obehit	opettaa
oidit	suosia
oktet	yhteyttää
ološit	paljoksua
onnestuvvat	onnistua
ostašuvvat	parkkiintua
ozadit	etsiskellä
plokket	aurata
pumpet	pumpata
pántet	pantata
rabihit	räpsähtää
rahpastit	kiskaista
rahppasit	tipahtaa
ravggadit	kaatuilla
ravggodit	tempoilla
ravččuhit	räpiköidä
raŋgalit	kellistää
raŋggagit	kellistyä
raŋgádit	rötköttää
reaggánit	uupua
reavgut	röyhtäillä
rehkenuššat	laskea
rehkket	riittää
ribahuvvat	roskaantua
riegádahttit	synnyttää
riehpat	pilaantua
riejihit	rähähtää
riektat	oiustua
rievidit	ryöstää
riggat	turvota
riggut	rikastua
rihkkašuvvat	vahingoittua
rihpastit	nakata
rihpašit	ripittää
rihpput	nakkoa
riibat	säilyä
riitát	riittää
riššudit	hätiköidä
roahkasmit	rohkaistua
roahkasmuvvat	rohkaistua
roaiskkuhit	ruoskittaa
roandit	harsia
roaskut	roskaantua
ropmudit	rumentaa
rosset	askaroida
rostet	uskaltaa
roŋget	ärähtää
rožagit	kaventua
rudnet	inua
rufanastit	hutiloida
ruhpaluvvat	sakkautua
ruhttet	nuohota
ruhttet	rahoittaa
ruivalit	hutiloida
runcet	töhertää
runzet	mässäillä
ruodjadit	metelöidä
ruodjat	metelöidä
ruohkadit	raaputella
ruohkastit	raapaista
ruohtastuvvat	juurtua
ruoidnadit	laihduttaa
ruoidnat	laihtua
ruosadit	kompuroida
ruostut	ruostua
ruovrut	härskiintyä
ruskat	roskittua
russat	ruikata
russiinávlet	ristiinnaulita
rustát	rustata
rusádit	pärskäyttää
ruvaštit	puhaltaa
ruvdet	raudoittaa
ruvvet	hieroa
ruŋkit	ronkkua
ruŋkkistit	ronkkua
ruššudit	hutiloida
ružžut	vollottaa
ráfohit	rauhoittaa
ráfáiduvvat	rauhoittua
rággalit	mätkäyttää
ráhkistuvvat	rakastua
ráidnet	puhdistaa
ráikkistit	mekastaa
ráikut	ruoskia
rákkihit	mätkähtää
rámbut	rampautua
rámidit	ylistää
rássut	ruohottua
rátnut	harmaantua
rávnnuiduvvat	kuntoutua
rávvohallat	muistutella
ráđđidit	neuvotella
ráđđádallat	neuvotella
ráškalit	mätkäyttää
ráškkihit	mätkähtää
rážžat	punoittua
sahkkehit	hedelmöityä
sahát	sahata
sarčut	hypellä
seabbát	päilyä
seaguhit	sekoittaa
seavlašuvvat	seuloutua
sehkket	sekoittaa
sevlet	seuloa
sevnnjodahttit	pimentää
seŋket	myöhästyä
sihkkasit	pyyhkiytyä
sihkkašuvvat	pyyhkiytyä
siigat	lipua
silbet	hopeoida
sirgŋat	väljentyä
sitnut	ruohottua
sitnáduvvat	sisuuntua
sivahit	syyttää
siđasmit	käheytyä
siđasmuvvat	käheytyä
siđđut	käheytyä
skarkit	korista
skarkkihit	korahtaa
skeavkáhit	sipsuttaa
skeaŋkut	lahjoitella
skebmet	viivästyttää
skierbmut	ontua
skierpmádit	onnahtaa
skievvidit	hermoilla
skihččát	törröttää
skilahit	kilistää
skilihit	kilahtaa
skilkit	kilkattaa
skilkkihit	kilkuttaa
skilkkuhit	kilkuttaa
skillat	kilistä
skoldašuvvat	kalttautua
skoldet	kaltata
skruvet	ruuvata
skuhčat	kikattaa
skuldot	torua
skuolljut	puskea
skurvvagit	masentua
skutnjat	tirskua
skuvret	kuurata
skužaidit	kikatella
skužistit	kikattaa
skáhppot	hankkia
skátnjat	kimittää
skávžut	parroittua
skáđet	haitata
skáđđašuvvat	vahingoittua
smarvvagit	kihartua
smiergguhit	rouskuttaa
smiergit	rouskua
smirezastit	märehtiä
smirezit	märehtiä
smoldet	murentaa
smovhlet	ahmia
smulket	silputa
smurtet	mustata
smurtet	teniä
smáhkiidit	maistua
snahpastit	torkahtaa
snahppot	torkkua
snievkkuhit	viillellä
sniiggáruššat	nuukailla
snorrasit	kuroutua
snuhrrat	kuorsata
snurkit	röhkiä
snurkkihit	röhkäistä
snuskit	nuuskuttaa
snuskkihit	nuuskauttaa
snuvsset	nuuskata
snuđádit	niiskauttaa
snuđđat	niiskuttaa
snuđđut	niiskuttaa
snárkut	sykertyä
soabahallat	sovitella
soaikut	harsia
soalssistit	kuolata
soarvut	keloutua
soađástallat	pistellä
soidadit	laimentaa
soktaluvvat	vaahtoutua
soradit	sotkeutua
sovkalit	kuiskata
sovkkuhit	kuiskuttaa
spargalit	täräyttää
spargguhit	värisyttää
spatnjat	kimittää
spiehkkasit	poiketa
spihkodit	poukkoilla
spiiddistit	kirvellä
spiidet	kirvellä
spinjaidit	kimittää
spoahttat	pilkata
spoatnut	paakkuuntua
spovet	povata
spulet	puolata
spáhkkalastit	paklata
spáitit	tehota
spáret	säästää
spárvet	sorvata
srubistit	hörpätä
stađđat	malttaa
steaikalit	hurauttaa
steampalastit	leimata
steamput	tallustaa
steanžut	tallustaa
steaččihit	lätkähtää
steažžasit	litistyä
stemmet	äänestää
steŋget	sulkea
stiivet	tärkätä
stirrát	tuijottaa
stivát	kinastella
stoavkit	maiskuttaa
stoavkkuhit	maiskutella
stohppet	parsia
stohppet	pysähtyä
stohppádit	parsia
strubistit	hörpätä
struhpat	hörppiä
stužaidit	loiskia
stágget	harsia
stávrruhit	koikkelehtia
suhtihit	suutahtaa
suhttadit	suututtaa
suodjalit	suojella
suoggat	kostautua
suohkanastit	naarata
suoivvihit	häilähtää
suonjardit	säteillä
suorranit	haarautua
suostat	laiminlyödä
suostut	lahota
suovvadit	savuttaa
surggohallat	surkutella
sustilit	nuuhkaista
sustit	nuuhkia
suvrragit	hapettua
suvrrustit	suurustaa
suvččagit	paleltua
ságastit	puhella
sáhkohit	sakottaa
sáivvildit	kuolata
sállet	sallia
sárjjastit	kirvellä
sárjádit	haavoittaa
sávdnjet	saumata
sávdnut	saunoa
sávdnádaddat	saunoa
teahtásmit	tiivistyä
telegraferet	sähköttää
testamentet	testamentata
tigget	tinkiä
trillet	kärrätä
tullet	tullata
udjosaddat	ujostella
udjosit	ujostua
urddistit	uurtaa
usket	uhata
uštit	uistella
vabaidit	väpättää
vaháguvvat	vahingoittua
vajálduvvat	unohtua
vatnalit	venähtää
vašuhit	vihata
veaisidit	veisata
vealggáiduvvat	velkaantua
vealgut	velkoa
vealgáduvvat	velkaantua
vealtit	välttää
veavttastit	liioitella
veažirdit	vasaroida
verjet	aseistaa
vesáiduvvat	vesoittua
vesáluvvat	vesoittua
vieccistit	pinnistellä
viehkástallat	viekastella
vihkket	punnita
vihpadit	viivyttää
vihpat	viipyä
viibat	viipyä
viissástallat	viisastella
viisudit	viisastuttaa
vikšadit	vyyhdetä
vikšet	vyyhdetä
villat	sännätä
vilppastit	vilkaista
vilppihit	vilkaista
vilppádit	vilkaista
vilššastit	vilkaista
vilššádit	vilkaista
vinjagit	vinoutua
vuodjalit	ajella
vuohppát	huovata
vuoigit	voivotella
vuoiŋŋidit	moittia
vuoiŋŋihit	hengähtää
vuojahit	uittaa
vuolládastit	alistua
vuolšudit	tulehduttaa
vuonjasmit	kesyyntyä
vuonjasmuvvat	kesyyntyä
vuorbádit	arpoa
vuorddildit	odotella
vuordnut	vannoa
vuovdalit	markkinoida
vuovssadit	oksentaa
vurderet	arvioida
váddudit	vaikeuttaa
váddut	vaikeutua
váikkuhit	vaikuttaa
vájuldit	vaeltaa
válbmanit	valmistua
válbmet	valmistaa
válddihit	otattaa
vátnat	sorvata
váttásmit	vaikeutua
váttásmuvvat	vaikeutua
vávašit	kummeksua
vávvát	tuijottaa
ádelastit	aateloida
áhcagahttit	hehkuttaa
áhcahit	hitsata
áhpásmit	virkistyä
áidut	aidata
áitáladdat	uhkailla
ákkastit	perustella
álddagastit	salamoida
állanaddat	kallistella
állohallat	kallistella
ánssášit	ansaita
árbet	periä
árkkálmastalit	säälitellä
árpmihit	armahtaa
árpmášit	sääliä
árrásuvvat	sierettyä
árvidahttit	arvuuttaa
árvádahttit	arvuuttaa
árvádallat	arvailla
árástuvvat	aristua
ásodit	asustella
ássut	haasioida
ávkkuhit	hyödyttää
ávkkáiduvvat	hyötyä
ávžut	kehottaa
áđđet	matkia
áŋkorastit	ankkuroida
áššut	hiiltyä
áššáiduhttit	syyttää
áššáskuhttit	syyttää
áŧestuvvat	ahdistua
čahrrat	räkättää
čaimmehit	naurahtaa
čallidit	hekotella
čarkkistit	räkättää
čeahkut	ahmia
čeakŋagit	kyykistyä
čeallut	loikkia
čeargat	kinostaa
čearidit	niittää
čearssistit	virnuilla
čeavžut	tallustaa
čekŋohallat	kyykistellä
čeret	niittää
čiegadit	piilotella
čiehkádallat	piileskellä
čiekŋudit	syventää
čiekŋudit	paneutua
čieruhit	itkettää
čigŋát	koreilla
čihttet	kitata
čirrat	lohjeta
čoavdašuvvat	ratketa
čolgadit	sylkäistä
čolgat	sylkeä
čolggadit	syljeskellä
čomastit	parveilla
čoppaldit	mutustella
čorpmastallat	nyrkkeillä
čovvát	siepata
čulkit	kolista
čulkkihit	kolahtaa
čuoibmut	sauvoa
čuolbmat	solmia
čuonádit	ahmaista
čuopmat	suomustaa
čuovggahuvvat	sokeutua
čuoččildit	seisoskella
čuođđit	rykiä
čurtet	pyllistää
čurtát	pyllistellä
čurvoladdat	huudahdella
čuvddástit	hypistellä
čuvdet	nyppiä
čuvkuluvvat	juoksettua
čuvkut	juoksettua
čábbut	kaunistua
čávvat	valua
šaluiduvvat	vettyä
šieđđaluvvat	hengästyä
šieđđat	läähättää
šiitit	kiistää
širaidit	ryöpytä
širgalit	ryöpsäyttää
širgguhit	ryöpyttää
širihit	ryöpsähtää
širrat	ryöpytä
šleaippástuvvat	rasittua
šleambit	hotkia
šleambut	hotkia
šleancát	lerpattaa
šliipet	tahkota
šlinzzagit	pehmetä
šloaŋkkistit	lonksua
šluŋkkistit	lerpattaa
šláktet	teurastaa
šlámaidit	meluta
šláttardit	juoruta
šlávehallat	luovia
šlávehit	luovia
šlávet	luovia
šnjivaidit	kärytä
šnjivihit	kärähtää
šnjivvat	kärytä
šnjoaraidit	liristä
šnjoarggihit	lirahtaa
šnjoargguhit	liruttaa
šnjoargut	liristä
šnjoarrat	liristä
šoaŋkkuhit	lönkytellä
šombbistit	sössöttää
šombbárastit	sössöttää
šuddidit	hälistä
šumppihit	jysähtää
šuohkihit	huokaista
šállošit	sääliä
ahkiduššat	ikävöidä
ahkiduššat	pitkästyä
aresteret	pidättää
aresteret	takavarikoida
arestet	pidättää
arestet	takavarikoida
attildit	pyyhältää
bahčagit	katkeroitua
basihit	paistattaa
beahkáladdat	konttailla
beaivváiduvvat	vaurastua
bealjehuvvat	kuuroutua
bearrat	sukeutua
beaskidahttit	kerityttää
beađahit	puhkaisuttaa
beađđat	puhkaista
beađđat	nirhaista
biestit	päästättää
boatkut	katkoa
boatkut	pätkiä
bonjadit	väännellä
bonjahit	väännättää
bunžalit	hotkaista
buoruštit	maanitella
burgásit	purkautua
báhkkanaddat	kuumentua
báhkkanaddat	hermostua
báhtaraddat	pakoilla
báinnihit	värjäyttää
bálkestahttit	heitättää
bálkestahttit	heittäytyä
cibmut	nitistää
cibmut	rutistaa
cieladit	haukuskella
dahkaluddat	teeskennellä
dahkaluddat	tekeytyä
dassat	tuupata
davkasit	peittyä
deavdalit	täytellä
dierbut	hölöttää
divvulit	laittautua
doadjásit	taittua
doaivvuhit	toivoskella
doaivvuhit	toivottaa
dorvvastit	turvata
dorvvastit	turvautua
dorvvuhuvvat	masentua
dovdot	tuntua
dovdot	ilmetä
dubmet	tuomita
dubmet	päättää
dulbet	tasoittaa
dulbet	latistaa
duskkástuvvat	tuskastua
duskkástuvvat	ärtyä
dáraidit	kiivailla
dáraidit	tuhahdella
dávggasmit	joustavoitua
dávggasmit	sitkastua
dávggasmuvvat	joustavoitua
dávggasmuvvat	sitkastua
dávgut	retuuttaa
fáškalit	selättää
gahkit	kalvaa
gargit	kipunoida
gargit	ryöpytä
geahččaladdat	koetella
geahččaladdat	kokeilla
gerjjodit	mielistellä
geđget	kivetä
geđget	kivittää
girddašit	lennellä
gohpat	kovertaa
gohpat	kaivertaa
golluhit	kultailla
gorkŋodit	kiipeillä
gorkŋodit	sauvoskella
govdut	kellua
govdut	lainehtia
gozihit	vahtia
gozihit	valvottaa
gulahit	kuuluttaa
guohpasit	poimuttua
gálihit	kahlauttaa
gáskkašit	pureskella
gáskkašit	raadella
haraidit	murista
haŋkit	kaakattaa
haŋkit	änkyttää
heahtašuvvat	häiriintyä
heaŋggastit	ripustaa
hehttot	joutua
hehttot	täytyä
hoallat	jaaritella
hoallat	puhua
humeštit	puhuskella
humeštit	motkottaa
humihit	humahtaa
hálahallat	puhutella
hálbbidit	halventaa
hálbbášit	halveksia
hárjehit	harjoittaa
hárjehit	valmentaa
hárčet	harpata
hárčut	haarotella
hárčut	harppoa
hásket	raadella
hávvut	haavoittaa
hávvut	raadella
jáfet	ahmia
jámadit	kuoleskella
knihppet	puida
knihppet	nyrkkiä
leiret	parkita
leiret	vuotaa
lohkket	väistää
lohkket	torjua
loiket	haalentaa
mannet	munia
meroštallat	arvioida
meroštallat	määritellä
messet	messuta
messet	juhlia
molsašuvvat	muuttua
mánnat	ilkkua
mánnat	petkuttaa
navddašit	nimitellä
navddašit	oletella
navdit	olettaa
navihit	nyittää
nealgudit	nälkiinnyttää
neavvut	neuvoa
neavvut	suositella
nevvodit	neuvoskella
nevvodit	suositella
