aakkosellinen	alfabehtalaš
nykäistä	nuhkkalit
nylkeä	njuovvat
nyppiä	čuvdet
nyrhiä	gulcat
nyrjähtää	eaškálit
nyrjähtää	boalčasit
nyrjäyttää	eaškálahttit
nyrjäyttää	eaškáluhttit
nyrkkeillä	bokset
nyrkkeillä	čorpmastallat
nyrkkiä	knihppet
nytkytellä	nevzzodit
nyyhkiä	hiŋkkašit
nyyhkäistä	hiŋkkihit
nyyhkäistä	hiŋkkádit
nyökätä	nuhkkalit
nähdä	oaidnit
nähdä	áicat
näkyä	oidnot
näkyä	ihtit
näkyä	ruoksát
nälkiinnyttää	nealgudit
nälviä	skuožurdit
näpistellä	davkkildit
näytellä	čájáhallat
näyttäytyä	dihttot
näyttää	čájehit
näyttää	vuosehit
näyttää	čájáhallat
nöyryyttää	vuolidit
odotella	vuorddašit
odotella	vuorddildit
odottaa	vuordit
odottaa	vuorddihit
odottaa	vuorddestit
ohentaa	njárbudit
oheta	asehuvvat
ohittaa	mannat
ohjailla	jođáhallat
ohjata	stivret
ohjata	bagadallat
ohjelmoida	programmeret
ohut	njárbat
oieta	njuolgat
oikaista	njulget
oikeuttaa	vuoigadahttit
oikoa	muddet
oikoa	njulget
oivaltaa	fuomášit
ojentaa	geiget
oksentaa	vuovssadit
oksettaa	vuovssihit
oleskella	orodit
oletella	navddašit
olettaa	navdit
olla	leat
omaksua	oamastit
omata	atnit
omia	oamážastit
omistaa	eaiggáduššat
omistaa	oamastit
ommella	duddjot
ommella	goarrut
onkia	oaggut
onnahtaa	skierpmádit
onnistua	lihkostuvvat
onnistua	onnestuvvat
ontua	skierbmut
opastaa	oahpistit
opetella	oahpahallat
opettaa	oahpahit
opettaa	obehit
opiskella	stuđeret
oppia	oahppat
organisoida	organiseret
orjailla	bálvalit
osallistua	searvat
osallistua	oassálastit
osallistua	oasálastit
osanottajat	oasseváldit
osata	máhttit
osoittaa	čujuhit
osoittaa	adresseret
ostaa	oastit
ostattaa	oasttihit
osua	deaivat
otaksua	navdit
otattaa	válddihit
otella	gilvalit
ottaa	váldit
paaduttaa	buoššudit
paakkuuntua	spoatnut
paantaa	aškkastit
paantaa	bávtat
padota	buođđut
padota	dulvadit
paeta	báhtarit
paheksua	fasttášit
pahentaa	heajudit
paheta	bahonit
pahoinpidellä	illastit
paikallistaa	lokaliseret
paikata	duogŋat
paimentaa	guođohit
painaa	deaddit
painella	deattašit
painia	heaibut
painia	fággádit
painostaa	deaddit
painostaa	áŧestit
painottaa	deattuhit
painottua	deattuhit
painua	deddot
paistaa	báitit
paistaa	bassit
paistaa	goikadit
paistaa	goardit
paistattaa	basihit
paisua	báisat
pakastaa	galmmihit
pakata	báhkket
pakata	páhkket
paketoida	báhkket
paklata	spáhkkalastit
pakoilla	báhtaraddat
pakottaa	bágget
pakottaa	bákkuhit
palaa	buollit
palata	máhccat
palauttaa	máhcahit
palautua	máhccat
palella	goallut
paleltua	galbmot
paljastaa	almmustahttit
paljastua	báljagit
paljoksua	ološit
palkita	bálkkašit
palvella	bálvalit
palvoa	bálvalit
palvoa	bálvvuštit
paneutua	čiekŋudit
panna	bidjat
panostaa	láddet
pantata	pántet
parantaa	buoridit
parantua	buorránit
paritella	kopuleret
parkita	bárket
parkita	leiret
parkua	bárgut
parroittua	skávžut
parsia	stohppet
parsia	stohppádit
partioida	patrulleret
parveilla	čomastit
parveilla	háŋkasaddat
patentoida	patenteret
pauhata	báffat
paukauttaa	bávkalit
paukkua	bávkit
pehmetä	dipmat
pehmittää	dibmet
peitellä	beaitalit
peittyä	davkasit
peittää	gokčat
pelastaa	gádjut
pelastaa	beastit
pelata	speallat
pelkistää	njáskat
pelkistää	reduseret
pelkäillä	baladit
pelotella	hirpmahit
pelotella	baldalit
pelotella	balddáhallat
pelottaa	baldit
pelästyttää	balddihit
pelästyä	biertaluvvat
pelätä	ballat
penkoa	borvet
periytyä	árbašuvvat
periä	árbet
persoilla	hapmudit
perua	šluhttet
peruskorjata	vuođđodivvut
perustaa	vuođđudit
perustella	ákkastallat
perustella	ákkastit
perustella	vuođuštit
perustua	vuođđuduvvat
peruuttaa	murddihit
perääntyä	murdit
peseskellä	basadit
pesettää	basahit
peseytyä	basadit
pesiä	besset
pestata	bestet
pestä	bassat
pestä	bassaladdat
petkuttaa	mánnat
petsata	beiset
pettyä	beahttašuvvat
pettyä	behttot
pettää	biehttalit
pettää	beahttit
peukaloida	duohtadit
pidellä	doaladit
pidentää	guhkidit
pidetä	guhkkut
pidättäytyä	čuoldásit
pidättää	doalahit
pidättää	aresteret
pidättää	arestet
pienennellä	unnádallat
pieniä	smávvet
pieraista	busket
piereskellä	jussut
pierrä	buoskut
piileskellä	čiehkádallat
piileskellä	čiehkástallat
piillä	čiehkádallat
piilotella	čiegadit
piilottaa	čiehkat
piiloutua	čiehkádit
piinata	biinnidit
piipittää	bihčut
piirtää	sárgut
piirtää	tevdnet
pilaantua	billašuvvat
pilaantua	billahuvvat
pilailla	leaikkastallat
pilata	billistit
pilata	bilidit
pilkata	bilkidit
pilkata	návrruhit
pilkata	spoahttat
pilkkiä	bilket
pilkkoa	smoarrut
pilkottaa	buođgát
pimentää	sevnnjodahttit
pimetä	sevnnjodit
pinkaista	binddastit
pinkoa	bindut
pinnistellä	vieccistit
piristyä	arggosnuvvat
pistellä	čuoggut
pistellä	soađástallat
pistää	čugget
pistää	cáhkit
pitkittää	vanahit
pitkästyä	ahkiduššat
pitäytyä	doallánit
pitää	galgat
pitää	atnit
pitää	berret
pitää	doallat
pitää	gustot
pitää	liikot
pitää	doalahit
pitää	coakcut
pohtia	vihkkedallat
poiketa	spiehkastit
poiketa	spiehkkasit
poikia	čivgat
poimia	čoaggit
poistaa	jávkadit
poistua	geassádit
poljeskella	dulmmodit
polkea	duolbmat
polskahtaa	bunččihit
polskauttaa	bunčalit
polskauttaa	duškalit
polskia	duškidit
poltella	boalddašit
polttaa	boaldit
polttaa	borgguhit
polveutua	nállašuvvat
pommittaa	bombet
porata	bohkat
porata	bovret
porata	boret
potea	buohcat
potkaista	čievččastit
potkia	čiekčat
poukkoilla	spihkodit
povata	spovet
priorisoida	vuoruhit
profiloida	profileret
protestoida	vuostálastit
pudistella	savnnjašit
pudota	gahččat
pudottaa	gahčalit
puhallella	bosodit
puhaltaa	bossut
puhaltaa	bieggat
puhdistaa	buhtistit
puhdistaa	ráidnet
puhdistua	čorggodit
puhdistua	buhtásmit
puhella	ságastit
puhjeta	ráigánit
puhkaista	beađđat
puhkaisuttaa	beađahit
puhkoa	beađadit
puhua	hupmat
puhua	hállat
puhua	sárdnut
puhua	hoallat
puhuskella	humeštit
puhutella	hálahallat
puhuttaa	humahit
puhuttaa	sártnuhit
puida	vuohttut
puida	knihppet
pukea	coggat
pukeutua	gárvodit
pullistua	buljagit
pulputtaa	hahppit
pumpata	pumpet
pumpata	bumpet
punastua	ruvssodit
punertaa	loktet
punnita	vihkket
punottaa	ruoksát
puolata	spulet
puoltaa	bealuštit
puolustaa	bealuštit
puoskaroida	buoskáruššat
puraista	gáskkestit
puraista	snelket
purea	gáskit
pureskella	suoskat
pureskella	gáskkašit
puristaa	čárvut
puristella	čárvut
puristella	čárvvodit
purjehtia	borjjastit
purkaa	boltut
purkautua	burgásit
purra	gáskit
purskahtaa	burskkihit
pusertua	bahčásit
pusertua	bahččot
puskea	guolljut
puskea	skuolljut
putoa	gahččat
puuttua	váilut
pyhittää	basuhit
pyllistellä	čurtát
pyllistää	čurtet
pyrkiä	bargat
pyrkiä	viggat
pyrkiä	figgat
pyrytellä	borggadit
pyryttää	borgat
pystyttää	cegget
pystyä	nákcet
pystyä	bastit
pysytellä	orrut
pysyä	bissut
pysähtyä	bisánit
pysähtyä	orustit
pysähtyä	čuoččahit
pysähtyä	stohppet
pysäyttää	bissehit
pyydellä	átnuladdat
pyydellä	beakkuhit
pyydystää	bivdit
pyyhkiytyä	sihkkasit
pyyhkiytyä	sihkkašuvvat
pyyhkiä	sihkkut
pyyhkäistä	sihkestit
pyyhältää	attildit
pyytää	bivdit
pyytää	dáhttut
pyytää	bovdet
pyytää	sihtat
pyytää	bivdet
pyöriskellä	joradit
pyöristyä	galljut
pyöristyä	jorbbasmuvvat
pyöristyä	jorbbasmit
pyörittää	jorahit
pyöriä	jorrat
pyörtyä	jámálgit
pyörähtää	jorralit
pyöräillä	sihkkelastit
päihittää	vuoitit
päivittää	beaivádit
päivittää	ođasmahttit
päivätä	beivet
pärjätä	birget
pärskiä	russut
pärskäyttää	rusádit
päteä	gustot
pätkiä	boatkut
päällystää	gokčat
päällystää	bajidit
päästä	beassat
päästättää	biestit
päästää	ribahit
päätellä	árvvoštallat
päättyä	nohkat
päättää	mearridit
päättää	dubmet
päätyä	gártat
pöhöttyä	bánžat
pöhöttyä	bánžžagit
pöyhiä	borvet
raadella	gáskkašit
raadella	hásket
raadella	hávvut
raahata	geassit
raahata	rundit
raapaista	fasket
raapaista	gaccastit
raapaista	ruohkastit
raaputella	ruohkadit
raataa	rahčat
rahoittaa	ruhtadit
rahoittaa	ruhttet
raiskata	illastit
raiskata	ráisket
raitioida	ráidejuššat
raivata	njáskat
raivostua	moaráhuvvat
raivota	mielahuddat
rajata	ráddjet
rajoittaa	ráddjet
rajoittaa	gáržžidit
rajoittaa	gáržudit
rajoittua	rádjašuvvat
rakastaa	ráhkistit
rakastua	ráhkistuvvat
rakennuttaa	huksehit
rakentaa	hukset
rampautua	rámbut
rangaista	ráŋggáštit
rankaista	ráŋggáštit
raottaa	govket
rapakoitua	njeaššut
rapista	skoahpat
rapistua	juokŋat
raportoida	raporteret
rappeutua	billašuvvat
rasittaa	váivvidit
rasittua	šleaippástuvvat
raskauttaa	losidahttit
rasvata	vuoidat
ratkaista	čoavdit
ratkaista	luvvet
ratkaista	rátkit
ratketa	rahtasit
ratkoa	rátkit
ratkoa	čoavddašit
ratsastaa	riidet
raudoittaa	ruvdet
raueta	máhccat
raueta	healbat
rauhoittaa	ráfáiduhttit
rauhoittaa	ráfohit
rauhoittua	ráfot
rauhoittua	ráfut
rauhoittua	ráfáiduvvat
ravistaa	savdnjilit
ravistella	savnnjašit
ravita	biebmat
reagoida	reageret
reikiintyä	ráigánit
rekisteröidä	registreret
rekisteröidä	logahallat
rekrytoida	rekrutteret
repeytyä	gaikánit
repiä	gaikut
retalehtaa	šliđardit
retkottaa	liekčát
retuuttaa	nuhkuštit
reunustaa	guorrat
revetä	rahtasit
revetä	gaikánit
riehua	bieđđat
riehua	rieibmudit
riidellä	riidalit
riippua	heaŋgát
riippua	sorját
riippua	heŋget
riistää	rihpat
riisua	nuollat
riisua	nuoladit
riisua	nuolahit
riisua	nuolastit
riitaantua	riiddáskit
riittää	bistit
riittää	juoksut
riittää	riitát
riittää	rehkket
rikastaa	riggudit
rikastua	riggut
rikkoa	rihkkut
rikkoa	cuvket
rikkoa	biđget
rikkoutua	billašuvvat
rikkoutua	cuovkanit
rinnastaa	buohtalastit
rinnastaa	bálddalastit
ripittää	rihpašit
ripustaa	heaŋggastit
ripustaa	gozastit
ripustella	heaŋgut
ripustella	gohcut
risteyttää	russet
ristiinnaulita	russiinávlet
ristiä	roahkohit
riutua	doaibat
rohkaista	roahkasmahttit
rohkaistua	roahkasmuvvat
rohkaistua	roahkasmit
rohkaistua	váimmoskit
roikkua	heaŋgát
rokottaa	boahkuhit
romahtaa	gáhččat
romuttaa	bilidit
romuttaa	biđget
roskaantua	ribahuvvat
roskaantua	roaskut
roskata	ludnet
roskittua	ruskat
roukua	ruovgat
rouskua	smiergit
rouskuttaa	smiergguhit
ruikata	russat
ruikata	njirget
ruikauttaa	njirgalit
ruikuttaa	lutnjat
ruiskuttaa	cirgguhit
rukoilla	rohkadallat
rullata	rullet
rumentaa	ropmudit
rumentaa	fastudit
rumentua	fastut
runoilla	diktet
runsastua	lassánit
runsastua	laskat
ruohottua	rássut
ruohottua	sitnut
ruokailla	boradit
ruokia	biebmat
ruokkia	biebmat
ruoskia	ráikut
ruoskittaa	roaiskkuhit
ruostua	ruostut
rustata	rustát
rutistaa	cibmut
ruukata	lávet
ruuvata	skruvet
ruveta	álgit
ruveta	riepmat
ryhtyä	álgit
ryhtyä	riepmat
rykiä	himihit
rykäistä	himihit
rynnistää	boalddáldahttit
rynnätä	girdit
rynnätä	boalddihit
rytistä	ruoškit
ryystää	cubistit
ryystää	cuhpat
ryystää	cuvistit
ryöpsähtää	širihit
ryöpsäyttää	širgalit
ryöpyttää	širgguhit
ryöpytä	gargit
ryöpytä	širrat
ryöpytä	širaidit
ryöstää	rievidit
ryöstökalastaa	stulljet
rähähtää	riejihit
räjähtää	vávkkehit
räjäyttää	bávkalit
räkättää	aiget
räkättää	čahrrat
räkättää	čarkkistit
räpiköidä	ravččuhit
räpsähtää	rabihit
röhkiä	snurkit
röhkäistä	snurkkihit
rökittää	sealgádit
rötkähtää	njáŋgasit
rötköttää	jalkát
rötköttää	njanzát
rötköttää	raŋgádit
röyhtäillä	reavgut
röyhtäillä	reavgit
saada	oažžut
saada	oažžut
saada	fidnet
saalistaa	fidnáruššat
saapua	boahtit
saapua	joavdat
saarnata	sárdnidit
saartaa	birastahttit
saastua	nuoskut
saastuttaa	nuoskkidit
saatella	sáhtašit
saattaa	sáhttit
saattaa	soaitit
saavuttaa	joksat
sadatella	sáddedit
sadatella	leháhit
sadella	arvvašit
sahata	sahát
sairastaa	buohcat
sairastella	buozadit
sairastua	buohccát
sairastua	skihppát
sakkautua	ruhpaluvvat
sakottaa	sáhkohit
salamoida	álddagastit
salata	čiehkat
salata	beaitit
sallia	mieđihit
sallia	diktit
sallia	sállet
sammahtaa	cavkkihit
sammahtaa	játtihit
sammua	jáddat
sammua	čáskat
sammuttaa	jáddadit
samota	vánddardit
samota	jođašit
sanella	dikteret
sanoa	lohkat
sanoa	dadjat
sanoa	cealkit
sataa	arvit
sattua	soaitit
sattua	deaivat
sattua	deaivat
sattua	bávččagit
sattua	bávččagit
sattua	bávččastit
saumata	sávdnjet
saunoa	sávdnut
saunoa	sávdnádaddat
sauvoa	čuoibmut
sauvoskella	gorkŋodit
savustaa	suovastit
savuttaa	suovastit
savuttaa	suovvadit
seikkailla	fearánastit
seisaalla	čuoččat
seisahtaa	orustit
seisahtua	čuoččahit
seisoa	čuožžut
seisoskella	čuččodit
seisoskella	čuoččildit
seistä	čuožžut
sekaantua	seahkánit
sekoittaa	seaguhit
sekoittaa	sehkket
sekoittua	seahkánit
selittää	čilget
selittää	čilgehit
seljetä	firtet
selostaa	muitalit
selventää	čielggadit
selvitellä	čielggadit
selvittää	gávnnahit
selvitä	nagodit
selvitä	čielgat
selviytyä	birget
selviytyä	ceavzit
selättää	fáškalit
sensuroida	sensureret
seostaa	seaguhit
seuloa	sevlet
seuloutua	seavlašuvvat
seurailla	čuvodit
seurata	čuovvut
seurata	čuovvolit
seurustella	servvoštallat
siepata	dohppet
siepata	čovvát
sierettyä	árrásuvvat
sietää	gierdat
siirtyä	sirdásat
siirtää	sirdit
siistiytyä	čorggodit
siistiä	čorget
siittää	sagahit
siitä	lassánit
siitä	sahkanit
siivota	čorget
siivota	čorgestallat
sijaita	stellet
sijata	láhčit
sijoittaa	bidjat
silittää	njávkkadit
silmustaa	njohcut
silmätä	geahčastit
silottaa	liktet
silputa	cábadit
silputa	smulket
sinertää	alihastit
sinetöidä	seilet
sipsuttaa	skeavkáhit
sisustaa	deavdit
sisustaa	čiŋahit
sisuuntua	sitnáduvvat
sisällyttää	čáhkadit
sisältyä	gullat
sisältää	sisttisdoallat
sisältää	siskkildit
sisältää	sisdoallat
sitkastua	dávggasmuvvat
sitkastua	dávggasmit
sitoa	čatnat
sitoa	gárrat
sitoutua	čatnasit
sitoutua	čatnašuvvat
siunata	buressivdnidit
siunata	sivdnidit
sivaltaa	fiškalit
sivaltaa	fáškalit
sivistyä	čuvggodit
sivuta	guoskkahit
sivuuttaa	hilgut
soida	čuodjat
soita	čuojahit
soitella	čuojahallat
soittaa	čuojahit
soittaa	riŋget
soittaa	speallat
soittaa	tiibmet
sokeutua	čuovggahuvvat
solmia	čuolbmat
solua	suohčat
soluttautua	infiltreret
sonnustautua	geazadit
sopeutua	sajáiduvvat
sopeutua	vuogáiduvvat
sopia	heivet
sopia	soahpat
sopia	soabadit
sopia	šiehtadit
sopia	šiehttat
sortaa	soardit
sortua	roahppánit
sorvata	vátnat
sorvata	spárvet
sotia	soahtat
sotkea	stunžet
sotkeutua	soradit
soudatella	sugahallat
soudattaa	sugahit
soudella	dávžat
soudella	dávžut
soutaa	suhkat
soutaa	sugadit
soveltaa	heivehit
soveltaa	guoskadit
soveltua	heivet
soveltua	soahpat
sovitella	soabahallat
sovittaa	heivehit
standardoida	standardiseret
suhista	šuvvat
suistua	fierrat
suistua	firrot
sujauttaa	coggat
sujauttaa	buškalit
sujua	geavvat
sukellella	buovččadit
sukeltaa	buokčat
sukeutua	bearrat
sukia	čohkut
sulaa	suddat
sulattaa	suddat
sulkea	gokčat
sulkea	giddet
sulkea	steŋget
suoda	suovvat
suodattaa	sillet
suojata	suddjet
suojella	suodjalit
suojella	suddjet
suolata	sáltet
suolistaa	čollet
suomustaa	čuopmat
suoristaa	njuolgut
suorittaa	čađahit
suoriutua	geargat
suoriutua	čielgat
suosia	oidit
suosia	favoriseret
suositella	rávvet
suositella	neavvut
suositella	nevvodit
suosittaa	rávvet
suosittaa	neavvut
suostua	mieđihit
suostua	guorrasit
suostutella	sojahit
suostutella	humahit
suostuttaa	daguhit
supista	šurrat
supista	cuhlaidit
supistaa	gáržudit
supistua	gáržut
supistua	uhccut
surkastua	ástat
surkastua	sotnat
surkutella	surggohallat
surmata	goddit
surmata	sorbmet
surra	moraštit
suudella	cummástallat
suunnata	sirdit
suunnata	dollet
suunnistaa	dollet
suunnistaa	dadjalit
suunnitella	guorahallat
suunnitella	plánet
suuntautua	jorgalit
suuntautua	dollet
suurentaa	stuoridit
suureta	stuorrut
suurustaa	suvrrustit
suutahtaa	suhtihit
suutahtaa	nivssihit
suuttua	suhttat
suuttua	eattehit
suututtaa	suhttadit
suvaita	gierdat
sydämistyä	váimmoskit
sykkiä	laggat
syleillä	fátmmastit
syleillä	sallut
syljeskellä	čolggadit
sylkeä	čolgat
sylkäistä	čolgadit
symboloida	symboliseret
synnyttää	guoddit
synnyttää	riegádahttit
syntyä	riegádit
syrjiä	vealahit
syrjiä	veallat
syttyä	buollát
syttyä	čahkkát
sytytellää	cahkkehallat
sytyttää	cahkkehit
sytyttää	bullehit
sytyttää	dolastit
sytyttää	buolláhit
syventää	čiekŋudit
syyttää	sivahit
syödä	borrat
syödä	boradit
syöksyä	gahččat
syöstä	njeaidit
syöstä	firrohit
syöttää	borahit
syövyttää	borrat
syövyttää	borahit
säestää	mieđuštit
sähköistää	elektrifiseret
sähköttää	telegraferet
säikähtää	suorganit
säikäyttää	suorggahit
säikäyttää	surgehit
säilyttää	bisuhit
säilyttää	seailluhit
säilytä	vurket
säilyä	seailut
säilyä	riibat
säilöä	seailluhit
säilöä	konserveret
sälyttää	noađuštit
sännätä	villat
särkeä	cuvket
särkeä	biđget
särkyä	bieđganit
särkyä	cuovkanit
säteillä	suonjardit
sätkytellä	fiŋggodit
sättiä	attástallat
sättiä	dierdidit
säveltää	komponeret
sävyttää	báidnit
säälitellä	árkkálmastalit
sääliä	šállošit
sääliä	árpmášit
säännöstellä	heivehallat
säästyä	seastašuvvat
säästää	muddet
säästää	seastit
säästää	duohččat
säästää	spáret
säätää	reguleret
säätää	ásahallat
sössöttää	šombbistit
sössöttää	šombbárastit
taantua	maŋos
taapertaa	marššuhit
taata	dáhkidit
tahkota	šliipet
tahtoa	dáhttut
taipua	sodjat
taistella	dáistalit
taitaa	dáidit
taitella	máhccut
taittaa	doadjit
taittua	doadjásit
taivutella	sojahallat
taivuttaa	sojahit
tajuta	árvidit
tajuta	fihttet
takavarikoida	aresteret
takavarikoida	arestet
takkuunnuttaa	duoggudit
takkuuntua	duoggut
takoa	dearpat
taksoittaa	livdnet
tallentaa	vurket
tallettaa	vurket
tallustaa	steamput
tallustaa	meafardit
tallustaa	steanžut
tallustaa	čeavžut
tallustella	nuissodit
talostella	dálludit
taltata	luokčat
talvehtia	dálvádit
tankata	dáŋket
tanssahtaa	dánsestit
tanssia	dánsut
tanssia	dánset
tapahtua	dáhpáhuvvat
tapailla	deaividit
tapella	doarrut
tappaa	goddit
tappaa	sorbmet
tappaa	gottašit
taputtaa	doaškut
tareta	bivvat
tarjeta	girtat
tarjoilla	fáluhit
tarjoilla	fáladit
tarjota	fállat
tarjoutua	fáladit
tarkastaa	dárkkistit
tarkastella	seassat
tarkasti	dárkilit
tarkata	fáktet
tarkata	dárkot
tarkentaa	aiddostahttit
tarkistaa	bearráigeahččat
tarkistaa	dárkkistit
tarkistaa	dárkot
tarkkailla	fáktet
tarkkailla	dárkot
tarkoittaa	oaivvildit
tarkoittaa	mearkkašit
tarkoittaa	dárkkuhit
tarmokas	arvvalaš
tarttua	dollet
tarttua	dohppet
tarttua	doahput
tartuttaa	njoammudit
tarvita	dárbbašit
tarvita	dárbbahit
tasaantua	dásáiduvvat
tasaantua	dásásmit
tasaantua	dásásmuvvat
tasata	dásset
tasoittaa	dásset
tasoittaa	dulbet
tasoittua	jeavdašuvvat
tasoittua	jalggodit
tavata	deaivvadit
tavata	deaivat
tavata	oaidnalit
tavata	stávet
tavoitella	viggat
tavoittaa	joksat
teeskennellä	dahkaluddat
teettää	barggahit
tehdä	bargat
tehdä	dahkat
tehdä	ráhkadit
tehostaa	beavttálmahttit
tehostua	beavttálmuvvat
tehota	váikkuhit
tekeytyä	dahkaluddat
tempoilla	ravggodit
teniä	smurtet
teollistua	industrialiseret
terittää	dearistit
tervata	bihkkadit
tervehtiä	dearvvahit
tervehtiä	buorástahttit
tervehtiä	dearvvašnuvvat
tervehtiä	dearvvašmuvvat
terästää	dearistit
testamentata	testamentet
testata	testet
teurastaa	njuovvat
teurastaa	njuovadit
teurastaa	šláktet
tiedostaa	fuobmát
tiedottaa	dieđihit
tiedustaa	diđoštit
tiedustella	gulaskuddat
tienata	dinet
tietää	diehtit
tiivistyä	divttásmit
tiivistyä	divttásmuvvat
tiivistyä	teahtásmit
tiivistää	divttistit
tilata	diŋgot
tilata	diggot
tilkitä	dilket
tilkitä	triivet
tinata	dadnet
tinata	muidet
tinkiä	tigget
tipahtaa	rahppasit
tippua	goaikut
tirskua	skutnjat
tislata	destilleret
tiuskahtaa	divsket
tiuskia	divskut
todentaa	duođaštit
todeta	gávnnahit
todistaa	duođaštit
tohtoroida	doaktáruššat
toimia	doaibmat
toimittaa	doaimmahit
toipua	áhtat
toipua	váhkkasit
toistaa	geardduhit
toistua	dáhpáhuvvat
toivoa	sávvat
toivoa	doaivut
toivoskella	doaivvuhit
toivottaa	sávvat
toivottaa	doaivvuhit
torjua	duostut
torjua	lohkket
torkahtaa	snahpastit
torkkua	snahppot
torua	šiggut
torua	skuldot
totella	jeagadit
toteuttaa	čađahit
toteuttaa	ollašuhttit
toteutua	ollašuvvat
tottua	hárjánit
tuhahdella	dáraidit
tuhahtaa	cuskkihit
tuhkata	gudnet
tuhlailla	eavddáruššat
tuhlata	duvhllidit
tuhota	duššadit
tuhoutua	duššat
tuijottaa	gaivát
tuijottaa	vávvát
tuijottaa	stirrát
tuiskuttua	njeđgot
tukahduttaa	čáskadit
tukahduttaa	hávkadit
tukea	doarjut
tukeutua	dorjjodit
tuki	duvdit
tukkeutua	notkasit
tukkeutua	notkašuvvat
tukkia	buođđut
tulehduttaa	vuolšudit
tulehtua	vuolšut
tulistella	dolastallat
tulistella	dolastaddat
tulkata	dulkot
tulkita	dulkot
tulla	boahtit
tulla	ihtit
tullata	tullet
tulostaa	čálihit
tulvia	dulvat
tungetella	námonistit
tunkea	coggat
tunkeutua	bahkket
tunnistaa	earuhit
tunnistaa	dovdát
tunnustaa	dovddastit
tuntea	dovdat
tuntua	orrut
tuntua	dovdot
tuoda	buktit
tuoda	doalvut
tuoda	buvttašit
tuoda	buvttestit
tuoksua	haksot
tuomita	dubmet
